Rk,Player,Season,Age,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,year
126,Karl Malone,2000-01,37,UTA,NBA,13.1,81,81,35.7,8.3,16.6,8.2,16.5,0.0,0.1,6.6,8.3,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7,23.2,.498,.499,.400,.499,.793,.572,2001
136,Vince Carter,2000-01,24,TOR,NBA,12.9,75,75,39.7,10.2,22.1,8.0,16.8,2.2,5.3,5.1,6.7,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,27.6,.460,.477,.408,.509,.765,.551,2001
179,Tracy McGrady,2000-01,21,ORL,NBA,12.2,77,77,40.1,10.2,22.4,9.5,20.2,0.8,2.2,5.6,7.6,2.5,5.0,7.5,4.6,1.5,1.5,2.6,2.1,26.8,.457,.468,.355,.474,.733,.521,2001
184,David Robinson,2000-01,35,SAS,NBA,12.1,80,80,29.6,5.0,10.3,5.0,10.3,0.0,0.0,4.4,5.9,2.6,6.0,8.6,1.5,1.0,2.5,1.5,2.7,14.4,.486,.487,.000,.486,.747,.559,2001
192,Kevin Garnett,2000-01,24,MIN,NBA,11.8,81,81,39.5,8.7,18.2,8.5,17.4,0.2,0.8,4.4,5.8,2.7,8.7,11.4,5.0,1.4,1.8,2.8,2.5,22.0,.477,.486,.288,.484,.764,.531,2001
193,Allen Iverson,2000-01,25,PHI,NBA,11.8,71,71,42.0,10.7,25.5,9.4,21.2,1.4,4.3,8.2,10.1,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1,31.1,.420,.441,.320,.447,.814,.518,2001
222,Kobe Bryant,2000-01,22,LAL,NBA,11.3,68,68,40.9,10.3,22.2,9.4,19.3,0.9,2.9,7.0,8.2,1.5,4.3,5.9,5.0,1.7,0.6,3.2,3.3,28.5,.464,.489,.305,.484,.853,.552,2001
242,Chris Webber,2000-01,27,SAC,NBA,11.0,70,70,40.5,11.2,23.4,11.2,23.0,0.0,0.4,4.6,6.6,2.6,8.5,11.1,4.2,1.3,1.7,2.8,3.2,27.1,.481,.488,.071,.481,.703,.516,2001
255,Gary Payton,2000-01,32,SEA,NBA,10.8,79,79,41.1,9.2,20.1,7.9,16.7,1.3,3.4,3.4,4.5,0.9,3.6,4.6,8.1,1.6,0.3,2.6,2.3,23.1,.456,.472,.375,.488,.766,.522,2001
329,Jason Kidd,2000-01,27,PHO,NBA,9.6,77,76,39.8,5.9,14.2,5.0,11.2,0.9,3.0,4.3,5.2,1.2,5.2,6.4,9.8,2.2,0.3,3.7,2.2,16.9,.411,.442,.297,.443,.814,.510,2001
401,Dikembe Mutombo,2000-01,34,TOT,NBA,8.1,75,75,34.5,3.6,7.4,3.6,7.4,0.0,0.0,2.8,3.9,4.1,9.4,13.5,1.0,0.4,2.7,1.9,2.7,10.0,.484,.484,,.484,.725,.547,2001
17,Tim Duncan,2001-02,25,SAS,NBA,17.8,82,82,40.6,9.3,18.3,9.3,18.2,0.0,0.1,6.8,8.5,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,.508,.511,.100,.508,.799,.576,2002
117,Dirk Nowitzki,2001-02,23,DAL,NBA,13.4,76,76,38.0,7.9,16.6,6.1,11.9,1.8,4.6,5.8,6.8,1.6,8.4,9.9,2.4,1.1,1.0,1.9,2.9,23.4,.477,.508,.397,.532,.853,.599,2002
122,Shaquille O'Neal,2001-02,29,LAL,NBA,13.2,67,66,36.1,10.6,18.3,10.6,18.3,0.0,0.0,5.9,10.7,3.5,7.2,10.7,3.0,0.6,2.0,2.6,3.0,27.2,.579,.580,.000,.579,.555,.590,2002
144,Paul Pierce,2001-02,24,BOS,NBA,12.9,82,82,40.3,8.6,19.5,6.1,13.1,2.6,6.3,6.3,7.8,1.0,5.9,6.9,3.2,1.9,1.0,2.9,2.9,26.1,.442,.461,.404,.508,.809,.570,2002
148,Kevin Garnett,2001-02,25,MIN,NBA,12.8,81,81,39.2,8.1,17.3,7.7,15.9,0.5,1.4,4.4,5.5,3.0,9.1,12.1,5.2,1.2,1.6,2.8,2.3,21.2,.470,.484,.319,.484,.801,.536,2002
153,Kobe Bryant,2001-02,23,LAL,NBA,12.7,80,80,38.3,9.4,20.0,9.0,18.3,0.4,1.7,6.1,7.4,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,.469,.489,.250,.479,.829,.544,2002
163,Gary Payton,2001-02,33,SEA,NBA,12.6,82,82,40.3,9.0,19.2,8.1,16.4,0.9,2.9,3.3,4.1,1.0,3.9,4.8,9.0,1.6,0.3,2.5,2.2,22.1,.467,.494,.314,.490,.797,.526,2002
208,Ben Wallace,2001-02,27,DET,NBA,11.6,80,80,36.5,3.2,6.0,3.2,6.0,0.0,0.0,1.2,2.9,4.0,9.0,13.0,1.4,1.7,3.5,0.9,2.2,7.6,.531,.535,.000,.531,.423,.522,2002
214,Tracy McGrady,2001-02,22,ORL,NBA,11.5,76,76,38.3,9.4,20.9,8.1,17.1,1.4,3.7,5.5,7.3,2.0,5.9,7.9,5.3,1.6,1.0,2.5,1.8,25.6,.451,.470,.364,.483,.748,.532,2002
316,Steve Nash,2001-02,27,DAL,NBA,9.9,82,82,34.6,6.4,13.3,4.5,9.1,1.9,4.2,3.2,3.6,0.6,2.5,3.1,7.7,0.6,0.0,2.8,2.0,17.9,.483,.495,.455,.554,.887,.602,2002
333,Dikembe Mutombo,2001-02,35,PHI,NBA,9.6,80,80,36.3,4.0,8.0,4.0,8.0,0.0,0.0,3.5,4.6,3.2,7.6,10.8,1.0,0.4,2.4,2.0,3.0,11.5,.501,.501,,.501,.764,.574,2002
370,Jason Kidd,2001-02,28,NJN,NBA,8.9,82,82,37.3,5.4,13.9,4.0,9.4,1.4,4.4,2.5,3.0,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7,14.7,.391,.424,.321,.442,.814,.484,2002
386,Chris Webber,2001-02,28,SAC,NBA,8.6,54,54,38.4,9.9,19.9,9.8,19.6,0.1,0.4,4.7,6.3,2.8,7.3,10.1,4.8,1.7,1.4,2.9,3.4,24.5,.495,.499,.263,.497,.749,.540,2002
438,Allen Iverson,2001-02,26,PHI,NBA,6.9,60,59,43.7,11.1,27.8,9.8,23.4,1.3,4.5,7.9,9.8,0.7,3.8,4.5,5.5,2.8,0.2,4.0,1.7,31.4,.398,.419,.291,.422,.812,.489,2002
445,Jermaine O'Neal,2001-02,23,IND,NBA,6.4,72,72,37.6,7.5,15.7,7.5,15.5,0.0,0.2,3.9,5.7,2.6,7.9,10.5,1.6,0.6,2.3,2.4,3.7,19.0,.479,.484,.071,.480,.688,.521,2002
27,Tim Duncan,2002-03,26,SAS,NBA,16.5,81,81,39.3,8.8,17.2,8.7,16.9,0.1,0.3,5.6,7.8,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9,23.3,.513,.517,.273,.515,.710,.564,2003
37,Tracy McGrady,2002-03,23,ORL,NBA,16.1,75,74,39.4,11.1,24.2,8.7,18.2,2.3,6.0,7.7,9.7,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,.457,.481,.386,.505,.793,.564,2003
38,Dirk Nowitzki,2002-03,24,DAL,NBA,16.1,80,80,39.0,8.6,18.6,6.8,13.7,1.9,4.9,6.0,6.9,1.0,8.9,9.9,3.0,1.4,1.0,1.9,2.6,25.1,.463,.493,.379,.513,.881,.581,2003
45,Kevin Garnett,2002-03,26,MIN,NBA,15.6,82,82,40.5,9.1,18.1,8.8,17.2,0.2,0.9,4.6,6.1,3.0,10.5,13.4,6.0,1.4,1.6,2.8,2.4,23.0,.502,.513,.282,.508,.751,.553,2003
63,Kobe Bryant,2002-03,24,LAL,NBA,14.9,82,82,41.5,10.6,23.5,9.1,19.5,1.5,4.0,7.3,8.7,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,.451,.465,.383,.483,.843,.550,2003
121,Shaquille O'Neal,2002-03,30,LAL,NBA,13.2,67,66,37.8,10.4,18.1,10.4,18.1,0.0,0.0,6.7,10.8,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5,.574,.574,,.574,.622,.602,2003
207,Steve Nash,2002-03,28,DAL,NBA,11.6,82,82,33.1,6.3,13.6,5.0,10.3,1.4,3.3,3.8,4.1,0.8,2.1,2.9,7.3,1.0,0.1,2.3,1.6,17.7,.465,.482,.413,.515,.909,.576,2003
223,Jason Kidd,2002-03,29,NJN,NBA,11.3,80,80,37.4,6.4,15.6,4.9,10.9,1.6,4.6,4.2,5.0,1.4,4.9,6.3,8.9,2.2,0.3,3.7,1.6,18.7,.414,.445,.341,.465,.841,.526,2003
275,Ben Wallace,2002-03,28,DET,NBA,10.6,73,73,39.4,2.9,6.0,2.9,5.9,0.0,0.1,1.2,2.6,4.0,11.4,15.4,1.6,1.4,3.2,1.2,2.5,6.9,.481,.485,.167,.482,.450,.486,2003
280,Jermaine O'Neal,2002-03,24,IND,NBA,10.5,77,76,37.2,7.9,16.4,7.8,16.1,0.1,0.3,4.8,6.6,2.6,7.7,10.3,2.0,0.9,2.3,2.3,3.6,20.8,.484,.487,.333,.487,.731,.539,2003
306,Paul Pierce,2002-03,25,BOS,NBA,10.1,79,79,39.2,8.4,20.2,6.9,15.2,1.5,4.9,7.6,9.5,1.3,6.0,7.3,4.4,1.8,0.8,3.6,2.9,25.9,.416,.454,.302,.454,.802,.532,2003
332,Stephon Marbury,2002-03,25,PHO,NBA,9.6,81,81,40.0,8.3,18.9,7.2,15.2,1.1,3.7,4.6,5.8,0.7,2.6,3.2,8.1,1.3,0.2,3.2,2.5,22.3,.439,.472,.301,.468,.803,.520,2003
351,Allen Iverson,2002-03,27,PHI,NBA,9.2,82,82,42.5,9.8,23.7,8.8,20.0,1.0,3.7,7.0,9.0,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8,27.6,.414,.440,.277,.436,.774,.500,2003
364,Jamal Mashburn,2002-03,30,NOH,NBA,9.0,82,81,40.5,8.2,19.3,6.7,15.6,1.5,3.7,3.8,4.5,0.8,5.3,6.1,5.6,1.0,0.2,2.8,2.4,21.6,.422,.430,.389,.460,.848,.507,2003
441,Chris Webber,2002-03,29,SAC,NBA,6.9,67,67,39.1,9.9,21.4,9.8,21.1,0.1,0.3,3.2,5.3,2.4,8.1,10.5,5.4,1.6,1.3,3.2,3.0,23.0,.461,.465,.238,.463,.607,.485,2003
12,Kevin Garnett,2003-04,27,MIN,NBA,18.3,82,82,39.4,9.8,19.6,9.7,19.1,0.1,0.5,4.5,5.7,3.0,10.9,13.9,5.0,1.5,2.2,2.6,2.5,24.2,.499,.506,.256,.502,.791,.547,2004
113,Peja Stojaković,2003-04,26,SAC,NBA,13.5,81,81,40.3,8.2,17.1,5.2,10.3,3.0,6.8,4.9,5.2,1.1,5.1,6.3,2.1,1.3,0.2,1.9,2.0,24.2,.480,.511,.433,.566,.927,.624,2004
125,Tim Duncan,2003-04,27,SAS,NBA,13.1,69,68,36.6,8.6,17.1,8.6,16.9,0.0,0.2,5.1,8.5,3.3,9.2,12.4,3.1,0.9,2.7,2.7,2.4,22.3,.501,.505,.167,.502,.599,.534,2004
182,Sam Cassell,2003-04,34,MIN,NBA,12.1,81,81,35.0,7.7,15.7,6.7,13.4,0.9,2.3,3.6,4.1,0.5,2.8,3.3,7.3,1.3,0.2,2.7,3.0,19.8,.488,.504,.398,.517,.873,.566,2004
215,Dirk Nowitzki,2003-04,25,DAL,NBA,11.5,77,77,37.9,7.9,17.0,6.6,13.2,1.3,3.8,4.8,5.5,1.2,7.5,8.7,2.7,1.2,1.4,1.8,2.8,21.8,.462,.496,.341,.500,.877,.561,2004
220,Yao Ming,2003-04,23,HOU,NBA,11.4,82,82,32.8,6.5,12.5,6.5,12.5,0.0,0.0,4.4,5.4,2.4,6.6,9.0,1.5,0.3,1.9,2.5,3.3,17.5,.522,.523,.000,.522,.809,.586,2004
259,Kobe Bryant,2003-04,25,LAL,NBA,10.7,65,64,37.6,7.9,18.1,6.8,14.8,1.1,3.3,7.0,8.2,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,.438,.463,.327,.468,.852,.551,2004
300,Ben Wallace,2003-04,29,DET,NBA,10.2,81,81,37.7,3.9,9.2,3.9,9.1,0.0,0.1,1.8,3.6,4.0,8.4,12.4,1.7,1.8,3.0,1.5,2.0,9.5,.421,.424,.125,.422,.490,.441,2004
318,Shaquille O'Neal,2003-04,31,LAL,NBA,9.9,67,67,36.8,8.3,14.1,8.3,14.1,0.0,0.0,4.9,10.1,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5,.584,.584,,.584,.490,.578,2004
324,Michael Redd,2003-04,24,MIL,NBA,9.7,82,82,36.8,7.7,17.5,6.2,13.1,1.5,4.4,4.7,5.4,1.4,3.5,5.0,2.3,1.0,0.1,1.4,1.9,21.7,.440,.470,.350,.484,.868,.544,2004
365,Jermaine O'Neal,2003-04,25,IND,NBA,9.0,78,78,35.7,7.8,17.9,7.8,17.7,0.0,0.2,4.5,5.9,2.5,7.5,10.0,2.1,0.8,2.6,2.3,3.2,20.1,.434,.438,.111,.435,.757,.489,2004
390,Tracy McGrady,2003-04,24,ORL,NBA,8.4,67,67,39.9,9.7,23.4,7.1,15.7,2.6,7.7,5.9,7.5,1.4,4.6,6.0,5.5,1.4,0.6,2.7,1.9,28.0,.417,.455,.339,.473,.796,.526,2004
411,Metta World Peace,2003-04,24,IND,NBA,8.0,73,71,37.2,6.4,15.2,5.4,11.9,1.0,3.3,4.4,6.0,1.4,3.9,5.3,3.7,2.1,0.7,2.8,2.7,18.3,.421,.452,.310,.455,.733,.511,2004
425,Baron Davis,2003-04,24,NOH,NBA,7.5,67,66,40.1,8.3,20.9,5.5,12.2,2.8,8.7,3.5,5.3,1.0,3.3,4.3,7.5,2.4,0.4,3.2,2.7,22.9,.395,.448,.321,.462,.673,.492,2004
435,Jason Kidd,2003-04,30,NJN,NBA,7.2,67,66,36.6,5.5,14.3,4.1,9.9,1.4,4.4,3.1,3.7,1.3,5.1,6.4,9.2,1.8,0.2,3.2,1.6,15.5,.384,.411,.321,.433,.827,.485,2004
35,Kevin Garnett,2004-05,28,MIN,NBA,16.1,82,82,38.1,8.3,16.6,8.3,16.3,0.1,0.3,5.4,6.7,3.0,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2,.502,.507,.240,.504,.811,.567,2005
47,Dirk Nowitzki,2004-05,26,DAL,NBA,15.6,78,78,38.7,8.5,18.5,7.3,15.6,1.2,2.9,7.9,9.1,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,.459,.470,.399,.490,.869,.578,2005
72,Amar'e Stoudemire,2004-05,22,PHO,NBA,14.6,80,80,36.1,9.3,16.7,9.3,16.5,0.0,0.2,7.3,9.9,2.7,6.2,8.9,1.6,1.0,1.6,2.4,3.5,26.0,.559,.564,.188,.560,.733,.617,2005
83,LeBron James,2004-05,20,CLE,NBA,14.3,80,80,42.4,9.9,21.1,8.6,17.2,1.4,3.9,6.0,8.0,1.4,6.0,7.4,7.2,2.2,0.7,3.3,1.8,27.2,.472,.499,.351,.504,.750,.554,2005
165,Shawn Marion,2004-05,26,PHO,NBA,12.5,81,81,38.8,7.6,15.9,6.2,11.7,1.4,4.2,2.8,3.4,2.9,8.4,11.3,1.9,2.0,1.5,1.5,2.5,19.4,.476,.526,.334,.520,.833,.556,2005
187,Tracy McGrady,2004-05,25,HOU,NBA,12.0,78,78,40.8,9.2,21.3,7.3,15.7,1.8,5.6,5.5,7.1,0.9,5.3,6.2,5.7,1.7,0.7,2.6,2.1,25.7,.431,.468,.326,.473,.774,.526,2005
210,Gilbert Arenas,2004-05,23,WAS,NBA,11.5,80,80,40.9,8.2,19.0,5.6,12.0,2.6,7.0,6.5,8.0,1.0,3.7,4.7,5.1,1.7,0.3,3.0,3.1,25.5,.431,.469,.365,.498,.814,.565,2005
227,Tim Duncan,2004-05,28,SAS,NBA,11.2,66,66,33.4,7.8,15.8,7.8,15.7,0.0,0.1,4.6,6.9,3.1,8.0,11.1,2.7,0.7,2.6,1.9,2.2,20.3,.496,.498,.333,.498,.670,.540,2005
240,Shaquille O'Neal,2004-05,32,MIA,NBA,11.0,73,73,34.1,9.0,15.0,9.0,15.0,0.0,0.0,4.8,10.5,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,.601,.601,,.601,.461,.583,2005
241,Dwyane Wade,2004-05,23,MIA,NBA,11.0,77,77,38.6,8.2,17.1,8.0,16.5,0.2,0.6,7.5,9.9,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3.0,24.1,.478,.485,.289,.483,.762,.561,2005
247,Steve Nash,2004-05,30,PHO,NBA,10.9,75,75,34.3,5.7,11.4,4.5,8.5,1.3,2.9,2.8,3.2,0.8,2.6,3.3,11.5,1.0,0.1,3.3,1.8,15.5,.502,.526,.431,.557,.887,.606,2005
258,Ray Allen,2004-05,29,SEA,NBA,10.7,78,78,39.3,8.2,19.2,5.5,12.0,2.7,7.1,4.8,5.5,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,.428,.459,.376,.498,.883,.555,2005
363,Allen Iverson,2004-05,29,PHI,NBA,9.0,75,75,42.3,10.3,24.2,8.9,19.7,1.4,4.5,8.7,10.5,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,30.7,.424,.451,.308,.453,.835,.532,2005
388,Ben Wallace,2004-05,30,DET,NBA,8.5,74,74,36.1,4.0,8.8,4.0,8.7,0.0,0.1,1.8,4.1,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,.453,.458,.111,.454,.428,.459,2005
398,Kobe Bryant,2004-05,26,LAL,NBA,8.1,66,66,40.7,8.7,20.1,6.7,14.2,2.0,5.9,8.2,10.1,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6,.433,.472,.339,.482,.816,.563,2005
20,Dirk Nowitzki,2005-06,27,DAL,NBA,17.7,81,81,38.1,9.3,19.3,7.9,16.0,1.4,3.3,6.7,7.4,1.4,7.6,9.0,2.8,0.7,1.0,1.9,2.0,26.6,.480,.496,.406,.515,.901,.589,2006
31,LeBron James,2005-06,21,CLE,NBA,16.3,79,79,42.5,11.1,23.1,9.5,18.3,1.6,4.8,7.6,10.3,0.9,6.1,7.0,6.6,1.6,0.8,3.3,2.3,31.4,.480,.518,.335,.515,.738,.568,2006
49,Chauncey Billups,2005-06,29,DET,NBA,15.5,81,81,36.1,5.2,12.5,3.0,7.2,2.3,5.2,5.7,6.4,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2.0,18.5,.418,.407,.433,.509,.894,.602,2006
54,Kobe Bryant,2005-06,27,LAL,NBA,15.3,80,80,41.0,12.2,27.2,10.0,20.7,2.3,6.5,8.7,10.2,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,.450,.482,.347,.491,.850,.559,2006
65,Elton Brand,2005-06,26,LAC,NBA,14.8,79,79,39.2,9.6,18.2,9.6,18.1,0.0,0.0,5.6,7.2,3.0,7.0,10.0,2.6,1.0,2.5,2.2,2.9,24.7,.527,.527,.333,.527,.775,.580,2006
69,Shawn Marion,2005-06,27,PHO,NBA,14.6,81,81,40.3,8.8,16.9,7.7,13.3,1.2,3.6,3.0,3.7,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8,.525,.577,.331,.560,.809,.591,2006
81,Dwyane Wade,2005-06,24,MIA,NBA,14.4,75,75,38.6,9.3,18.8,9.1,17.8,0.2,1.0,8.4,10.7,1.4,4.3,5.7,6.7,1.9,0.8,3.6,2.9,27.2,.495,.513,.171,.499,.783,.577,2006
107,Gilbert Arenas,2005-06,24,WAS,NBA,13.6,80,80,42.3,9.3,20.9,6.8,14.1,2.5,6.8,8.2,10.0,0.7,2.8,3.5,6.1,2.0,0.3,3.7,3.6,29.3,.447,.485,.369,.507,.820,.581,2006
170,Steve Nash,2005-06,31,PHO,NBA,12.4,79,79,35.4,6.8,13.4,4.9,9.0,1.9,4.3,3.3,3.5,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,.512,.548,.439,.583,.921,.632,2006
250,Tim Duncan,2005-06,29,SAS,NBA,10.8,80,80,34.8,7.2,14.8,7.2,14.8,0.0,0.1,4.2,6.7,2.9,8.1,11.0,3.2,0.9,2.0,2.5,2.7,18.6,.484,.485,.400,.485,.629,.523,2006
270,Allen Iverson,2005-06,30,PHI,NBA,10.6,72,72,43.1,11.3,25.3,10.3,22.2,1.0,3.1,9.4,11.5,0.6,2.6,3.2,7.4,1.9,0.1,3.4,1.7,33.0,.447,.465,.323,.467,.814,.543,2006
307,Ben Wallace,2005-06,31,DET,NBA,10.1,82,82,35.2,2.9,5.7,2.9,5.6,0.0,0.0,1.5,3.6,3.7,7.6,11.3,1.9,1.8,2.2,1.1,2.0,7.3,.510,.514,.000,.510,.416,.501,2006
340,Carmelo Anthony,2005-06,21,DEN,NBA,9.4,80,80,36.8,9.5,19.7,9.0,17.8,0.5,1.9,7.2,8.9,1.5,3.4,4.9,2.7,1.1,0.5,2.7,2.9,26.5,.481,.506,.243,.493,.808,.563,2006
382,Yao Ming,2005-06,25,HOU,NBA,8.6,57,57,34.2,8.2,15.8,8.2,15.8,0.0,0.0,5.9,6.9,2.6,7.6,10.2,1.5,0.5,1.6,2.6,3.4,22.3,.519,.519,.000,.519,.853,.592,2006
451,Shaquille O'Neal,2005-06,33,MIA,NBA,6.2,59,58,30.6,8.1,13.6,8.1,13.6,0.0,0.0,3.7,8.0,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20.0,.600,.600,,.600,.469,.586,2006
32,Dirk Nowitzki,2006-07,28,DAL,NBA,16.3,78,78,36.2,8.6,17.2,7.7,15.0,0.9,2.2,6.4,7.1,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,.502,.515,.416,.529,.904,.605,2007
105,LeBron James,2006-07,22,CLE,NBA,13.7,78,78,40.9,9.9,20.8,8.6,16.8,1.3,4.0,6.3,9.0,1.1,5.7,6.7,6.0,1.6,0.7,3.2,2.2,27.3,.476,.513,.319,.507,.698,.552,2007
130,Kobe Bryant,2006-07,28,LAL,NBA,13.0,77,77,40.8,10.6,22.8,8.8,17.6,1.8,5.2,8.7,10.0,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,.463,.497,.344,.502,.868,.580,2007
132,Tim Duncan,2006-07,30,SAS,NBA,13.0,80,80,34.1,7.7,14.1,7.7,14.0,0.0,0.1,4.5,7.1,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20.0,.546,.550,.111,.547,.637,.579,2007
162,Steve Nash,2006-07,32,PHO,NBA,12.6,76,76,35.3,6.8,12.8,4.8,8.3,2.1,4.5,2.9,3.3,0.4,3.1,3.5,11.6,0.8,0.1,3.8,1.5,18.6,.532,.575,.455,.613,.899,.654,2007
217,Chauncey Billups,2006-07,30,DET,NBA,11.4,70,70,36.2,5.0,11.6,3.4,7.1,1.6,4.5,5.5,6.2,0.3,3.1,3.4,7.2,1.2,0.2,2.0,2.3,17.0,.427,.479,.345,.494,.883,.591,2007
232,Amar'e Stoudemire,2006-07,24,PHO,NBA,11.2,82,78,32.8,7.4,12.9,7.4,12.8,0.0,0.0,5.6,7.1,2.7,6.9,9.6,1.0,1.0,1.3,2.8,3.6,20.4,.575,.577,.000,.575,.781,.637,2007
